epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.35099,0.96774,2.95157,1.10588,0.0039,1,0.89914,0.81342,0.34929,2.62061,0.77645,8e-05,8e-05,8e-05
2,8.46115,0.74622,2.34162,1.00547,0.00381,1,0.995,0.86008,0.44973,2.44168,0.75777,0.000178218,0.000178218,0.000178218
3,12.5347,0.69617,1.22534,0.93193,1,0.81455,0.995,0.79629,0.57111,2.0065,0.78346,0.000274456,0.000274456,0.000274456
4,16.468,0.70269,0.96695,0.9467,1,0.60626,0.98468,0.84343,0.50111,1.94332,0.7765,0.000368714,0.000368714,0.000368714
5,20.2078,0.73131,0.91386,0.95049,1,0.38071,0.995,0.88127,0.48391,2.12946,0.79289,0.000460992,0.000460992,0.000460992
6,23.9874,0.66393,0.87387,0.94142,1,0.23125,0.995,0.85168,0.44568,2.19261,0.79182,0.00055129,0.00055129,0.00055129
7,27.7959,0.58242,0.79249,0.94194,1,0.97058,0.995,0.9338,0.38952,1.85043,0.82333,0.000639608,0.000639608,0.000639608
8,31.6112,0.586,0.74263,0.9045,0.99086,1,0.995,0.91516,0.41304,1.47102,0.82922,0.000725946,0.000725946,0.000725946
9,35.4157,0.59248,0.71911,0.91142,0.98771,1,0.995,0.89817,0.41612,1.71791,0.84541,0.000810304,0.000810304,0.000810304
10,39.2065,0.60343,0.71701,0.95316,1,0.79811,0.995,0.91865,0.42736,2.02374,0.84232,0.000892682,0.000892682,0.000892682
11,43.02,0.61312,0.7258,0.92045,1,0.97842,0.995,0.88725,0.4998,1.47595,0.85837,0.00097308,0.00097308,0.00097308
12,46.8521,0.68021,0.74894,0.98744,0.99326,1,0.995,0.9082,0.46177,1.20038,0.8466,0.0010515,0.0010515,0.0010515
13,50.7373,0.63053,0.74661,0.93869,1,0.98944,0.995,0.91146,0.47138,1.37835,0.85241,0.00112794,0.00112794,0.00112794
14,54.6488,0.64604,0.72733,0.94501,0.97827,1,0.995,0.90856,0.46713,1.27017,0.86317,0.00120239,0.00120239,0.00120239
15,58.5433,0.63635,0.67149,0.93543,0.9963,1,0.995,0.91264,0.46226,0.92532,0.86261,0.00127487,0.00127487,0.00127487
16,62.3431,0.70191,0.71744,0.96714,0.99699,1,0.995,0.9085,0.47794,0.80297,0.86108,0.00134537,0.00134537,0.00134537
17,66.1672,0.63358,0.66495,0.93849,0.99742,1,0.995,0.91767,0.43636,0.73304,0.84523,0.00141389,0.00141389,0.00141389
18,70.0305,0.58143,0.66841,0.92276,0.99744,1,0.995,0.92198,0.43275,0.74727,0.8342,0.00148043,0.00148043,0.00148043
19,73.8651,0.58057,0.62897,0.90298,0.99494,1,0.995,0.91272,0.41851,0.69862,0.83067,0.00154498,0.00154498,0.00154498
20,77.6677,0.63442,0.63287,0.95952,0.99769,1,0.995,0.90205,0.50084,0.65114,0.84805,0.00160756,0.00160756,0.00160756
21,81.5317,0.62989,0.63401,0.93912,0.99724,1,0.995,0.91845,0.42907,0.60659,0.84982,0.001604,0.001604,0.001604
22,85.277,0.62582,0.611,0.92774,0.99732,1,0.995,0.90967,0.44109,0.59221,0.85351,0.0015842,0.0015842,0.0015842
23,89.1036,0.59587,0.60167,0.91358,0.99761,1,0.995,0.89167,0.46783,0.61581,0.86088,0.0015644,0.0015644,0.0015644
24,92.8131,0.60355,0.61786,0.94473,0.99727,1,0.995,0.90176,0.46057,0.62099,0.85914,0.0015446,0.0015446,0.0015446
25,96.5398,0.57066,0.61125,0.9243,0.99734,1,0.995,0.90265,0.4457,0.59827,0.84622,0.0015248,0.0015248,0.0015248
26,100.408,0.60511,0.59772,0.92079,1,0.99239,0.995,0.91299,0.41509,0.60349,0.83337,0.001505,0.001505,0.001505
27,104.196,0.64016,0.60577,1.0018,0.96058,0.9375,0.99036,0.9068,0.39043,0.61902,0.83008,0.0014852,0.0014852,0.0014852
